ID,Cycle,value,Date,Region,Site_ID,Latitude,Longitude,Filtration,Atoll,PlateID
CT2289,15,72.58539642,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A4
CT2289,11,88.49605671,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A4
CT2289,9,86.69406973,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A4
CT2289,30,76.3993713,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A4
CT2289,8,62.1197951,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A4
CT2289,16,73.07255104,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A4
CT2289,21,86.64234738,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A4
CT2289,7,46.81467795,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A4
CT2289,26,85.31348299,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A4
CT2289,18,80.4876913,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A4
CT2289,22,86.94322457,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A4
CT2289,19,82.35457492,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A4
CT2289,20,82.44630888,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A4
CT2289,25,79.68550713,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A4
CT2289,3,23.56645979,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A4
CT2289,6,44.38195596,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A4
CT2289,2,16.01921311,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A4
CT2289,12,79.25172261,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A4
CT2289,5,37.36022365,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A4
CT2289,1,8.695134922,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A4
CT2289,NA,80.67232012,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A4
CT2289,28,83.47294849,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A4
CT2289,17,74.86038757,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A4
CT2289,24,86.44424104,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A4
CT2289,27,85.37905351,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A4
CT2289,10,99.68516135,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A4
CT2289,13,73.7561643,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A4
CT2290,11,1.242465224,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,23,0.384060853,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,7,-1.911749168,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,26,-1.273554547,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,9,-0.953358324,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,30,-3.627613828,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,20,5.59068851,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,25,-0.012244209,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,14,11.1940776,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,8,2.216463744,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,13,4.581547775,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,4,-8.997805857,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,12,9.419840683,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,18,6.775847606,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,15,7.486203105,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,3,-9.457971359,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,17,4.711956775,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,10,6.739152429,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,27,-2.825037021,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,29,-6.981946877,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,22,3.158825898,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,19,7.051081053,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,24,-0.207786622,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,16,9.538205282,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,5,-4.357401401,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,1,-16.16452178,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,28,-1.419387426,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,2,-14.10047617,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,NA,-7.468698048,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,21,2.41043967,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2290,6,-8.788262715,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A5
CT2291,26,-1.29659648,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,4,-21.00305125,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,1,-34.85891895,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,8,-1.708372465,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,7,-7.673844604,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,15,11.74210551,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,30,-10.7205035,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,11,1.271313375,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,12,0.660871035,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,20,20.02429415,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,27,-4.06243946,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,29,-14.21208692,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,14,4.107541446,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,9,2.215674124,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,13,5.954441345,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,3,-24.35051726,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,21,2.491235994,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,16,14.73403343,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,5,-17.90590188,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,10,-1.668229229,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,19,18.68863251,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,18,20.77152461,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,24,-0.877579677,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,23,3.913416499,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,17,21.54006529,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,NA,-14.05253919,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,25,-5.473571069,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,28,-12.49808244,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,6,-7.706517765,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,22,5.523313416,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2291,2,-30.11885401,10/6/2023,RMI,M01,7.069709,171.283418,Active,Majuro,A6
CT2292,30,278.1317089,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,13,9.010108643,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,2,-28.59943216,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,19,-4.150882145,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,12,8.311795721,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,15,5.683282522,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,4,-12.97693576,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,23,-12.0916078,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,11,10.36347259,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,8,8.417201232,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,27,9.367710099,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,1,-35.81845752,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,7,2.354892053,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,5,-2.879023775,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,26,-3.085241046,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,22,-10.19941293,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,21,-8.962118045,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,18,-2.323865841,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,10,11.02136862,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,9,8.417341294,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,16,5.630646255,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,14,8.891187651,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,29,128.0104461,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,24,-15.66840069,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,17,0.897907749,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,28,47.11783024,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,20,0.89726888,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,NA,557.6781527,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,3,-20.42090591,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,6,7.391336451,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2292,25,-8.581327033,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A7
CT2293,16,84.23374229,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,12,80.72275548,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,26,82.02362106,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,4,53.85955126,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,1,30.55891925,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,19,88.29519847,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,27,77.40932044,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,23,84.37768656,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,2,33.82084215,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,15,83.36449827,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,22,85.53537261,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,24,81.15675072,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,13,81.91941133,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,NA,78.93464167,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,30,75.94938407,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,20,90.64954072,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,8,76.60783434,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,10,81.51148793,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,14,84.40382449,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,11,78.85559432,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,17,82.07750605,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,28,78.07954885,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,7,73.10953456,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,9,70.33555785,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,5,57.23955771,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,25,83.53674341,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,21,84.23374229,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,29,79.1705974,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,6,63.09122226,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,3,40.39466345,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2293,18,84.24621774,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A8
CT2294,15,50.03240315,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,24,44.3270255,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,7,43.32771076,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,12,47.82395693,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,1,19.60600614,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,30,45.21996787,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,11,48.86248961,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,23,47.54747339,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,19,48.50708214,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,18,44.31318127,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,3,25.16780028,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,26,45.66723304,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,16,48.99472316,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,27,44.08988343,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,9,42.22202365,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,8,43.01219096,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,20,44.28634421,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,17,50.22971613,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,25,43.81352398,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,22,43.64274267,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,21,46.58817028,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,4,33.55706703,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,28,41.5909273,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,29,43.12893492,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,2,23.43248323,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,10,48.25792371,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,13,47.67970693,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,NA,43.10374325,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,5,39.68518902,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,6,40.3431224,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2294,14,46.62653602,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A9
CT2295,16,9.236234109,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A10
CT2295,12,13.30054923,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A10
CT2295,27,-2.991639482,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A10
CT2295,19,0.956521883,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A10
CT2295,30,-15.82071387,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A10
CT2295,25,-14.46987048,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A10
CT2295,11,26.89108823,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A10
CT2295,8,1.221426189,10/6/2023,RMI,M02,7.055288,171.237164,Active,Majuro,A10
